"","GTAP_Region","CLUM_category","year","NApercent","ZScore_Index","MaxMin_Index"
"922","Ecuador","Food",2007,45.4545454545455,-0.300000457367145,0.413716564399855
"923","Ecuador","Government",2007,18.1818181818182,0.206159998355264,0.585426012304586
"924","Ecuador","Gross Fixed Capital Formation",2007,16.6666666666667,-0.141168895462561,0.425338619148548
"925","Ecuador","Housing",2007,14.2857142857143,0.211029318867869,0.788160241615943
"926","Ecuador","Personal Transportation",2007,88.8888888888889,-0.29810000669029,0.55011655011655
"927","Ecuador","Services",2007,28.5714285714286,-0.223241524420286,0.493683108663194
"928","Ecuador","Food",2011,40,-0.197780470541279,0.435260096825023
"929","Ecuador","Government",2011,0,0.0597707604217291,0.513196776430322
"930","Ecuador","Gross Fixed Capital Formation",2011,33.3333333333333,0.0139927799572731,0.453180230377357
"931","Ecuador","Housing",2011,0,0.350932709906601,0.813833775122034
"932","Ecuador","Services",2011,14.2857142857143,-0.0796245013743131,0.573783196442489
"933","Egypt","Personal Transportation",2004,70,0.74735695530415,0.692222222222222
"934","Egypt","Personal Transportation",2007,66.6666666666667,0.163767669722219,0.524525022733687
"935","El Salvador","Food",2004,45.4545454545455,-0.153250985086981,0.4658565485927
"936","El Salvador","Gross Fixed Capital Formation",2004,20,-0.0422759499704277,0.302798988249618
"937","El Salvador","Housing",2004,16.6666666666667,0.155267825035542,0.761352417260603
"938","El Salvador","Services",2004,38.8888888888889,-0.336028168398703,0.467131686358682
"939","El Salvador","Food",2007,45.4545454545455,-0.110151438837164,0.454380866438621
"940","El Salvador","Government",2007,0,-0.289903292470262,0.51782661535327
"941","El Salvador","Gross Fixed Capital Formation",2007,16.6666666666667,-0.198139559950138,0.419133226261199
"942","El Salvador","Housing",2007,28.5714285714286,0.235238904199289,0.801282614972801
"943","El Salvador","Personal Transportation",2007,88.8888888888889,-0.214294533111322,0.564102564102564
"944","El Salvador","Services",2007,19.047619047619,-0.173775517508041,0.5642565595339
"945","El Salvador","Food",2011,40,-0.339400261183129,0.411624792595359
"946","El Salvador","Government",2011,8.33333333333333,-0.336095370955519,0.485574957637501
"947","El Salvador","Gross Fixed Capital Formation",2011,16.6666666666667,-0.0639736384939389,0.441743083421744
"948","El Salvador","Housing",2011,14.2857142857143,0.506664613735214,0.858736091836715
"949","El Salvador","Services",2011,23.8095238095238,0.155850078992063,0.603810545331906
"950","Estonia","Food",2004,45.4545454545455,0.0591353385903179,0.512818732639687
"951","Estonia","Government",2004,10,-0.074936853585766,0.449586282704952
"952","Estonia","Gross Fixed Capital Formation",2004,0,0.203763730219502,0.321980553195635
"953","Estonia","Housing",2004,0,0.856984762127817,0.940452844243298
"954","Estonia","Services",2004,16.6666666666667,0.798307795986311,0.802801621990366
"955","Estonia","Food",2007,54.5454545454545,0.346143930208435,0.595854003322739
"956","Estonia","Government",2007,9.09090909090909,0.0215687309961231,0.540515639068788
"957","Estonia","Gross Fixed Capital Formation",2007,0,0.294292995037364,0.45413002808777
"958","Estonia","Housing",2007,14.2857142857143,0.844345481316295,0.94999014698029
"959","Estonia","Personal Transportation",2007,88.8888888888889,0.470116834450253,0.678321678321678
"960","Estonia","Services",2007,28.5714285714286,0.756919597953241,0.792584554400907
"961","Estonia","Food",2011,50,0.284136751038074,0.570486787895966
"962","Estonia","Government",2011,8.33333333333333,0.073640238555008,0.481593561770625
"963","Estonia","Gross Fixed Capital Formation",2011,16.6666666666667,0.668199734149381,0.579822064733314
"964","Estonia","Housing",2011,14.2857142857143,0.82278273798764,0.960193257878792
"965","Estonia","Services",2011,23.8095238095238,0.739215474456957,0.791058706919804
"966","Ethiopia","Food",2004,45.4545454545455,-1.30241842287695,0.247227131662846
"967","Ethiopia","Government",2004,40,-1.28443313361782,0.359696083294314
"968","Ethiopia","Gross Fixed Capital Formation",2004,20,-0.335986975494307,0.206440817494566
"969","Ethiopia","Housing",2004,16.6666666666667,-1.94891158653489,0.149906275001271
"970","Ethiopia","Personal Transportation",2004,90,-0.327741377421049,0.191399993896484
"971","Ethiopia","Services",2004,11.1111111111111,-1.44379720113983,0.256441838745884
"972","Ethiopia","Food",2007,45.4545454545455,-1.063680270663,0.273906449106188
"973","Ethiopia","Government",2007,27.2727272727273,-0.491101537503748,0.562259118615405
"974","Ethiopia","Gross Fixed Capital Formation",2007,16.6666666666667,0.215151229260019,0.522073374660174
"975","Ethiopia","Housing",2007,28.5714285714286,-1.94962742468045,0.182174548661374
"976","Ethiopia","Personal Transportation",2007,66.6666666666667,-0.79342522756969,0.196123061393997
"977","Ethiopia","Services",2007,14.2857142857143,-0.935606633015909,0.405304934220265
"978","Ethiopia","Food",2011,0,-0.754159418552025,0.401252206567037
"979","Ethiopia","Government",2011,25,-0.113080594858347,0.490982115595836
"980","Ethiopia","Gross Fixed Capital Formation",2011,16.6666666666667,-0.971019620852204,0.213046363281068
"981","Ethiopia","Housing",2011,28.5714285714286,-1.87484248944323,0.224905075500849
"982","Ethiopia","Personal Transportation",2011,0,-0.448038357375272,0.166146321157248
"983","Ethiopia","Services",2011,4.76190476190476,-0.696130587389324,0.432191634404749
"984","Finland","Food",2004,36.3636363636364,0.148182424618225,0.464859426521878
"985","Finland","Government",2004,10,0.518246194241303,0.597520996249158
"986","Finland","Gross Fixed Capital Formation",2004,20,-0.040027855172243,0.299608494155407
"987","Finland","Housing",2004,0,1.01314061297696,0.997508744101102
"988","Finland","Services",2004,5.55555555555556,0.932566223153248,0.827436161821844
"989","Finland","Food",2007,54.5454545454545,0.251476492963608,0.594728435350036
"990","Finland","Government",2007,9.09090909090909,0.344782937594669,0.587655444969156
"991","Finland","Gross Fixed Capital Formation",2007,0,0.0911366717083229,0.402917216888468
"992","Finland","Housing",2007,14.2857142857143,0.976791218238899,0.997561031392439
"993","Finland","Personal Transportation",2007,88.8888888888889,1.72719893813478,0.888111888111888
"994","Finland","Services",2007,19.047619047619,0.908722432042999,0.814376767757189
"995","Finland","Food",2011,50,0.0534858260990332,0.545934758167526
"996","Finland","Government",2011,8.33333333333333,0.39701681236926,0.542197472919975
"997","Finland","Gross Fixed Capital Formation",2011,0,0.0195076064322866,0.388971138383764
"998","Finland","Housing",2011,14.2857142857143,0.928360854038547,0.99763499366738
"999","Finland","Services",2011,19.047619047619,0.711085296074051,0.774413195426802
"1000","France","Food",2004,45.4545454545455,0.785478838146879,0.58129021127575
"1001","France","Gross Fixed Capital Formation",2004,0,0.353885715527182,0.344187322053034
"1002","France","Housing",2004,0,0.954462733691614,0.979852392113021
"1003","France","Services",2004,22.2222222222222,0.804910718124716,0.781626057958753
"1004","France","Food",2007,45.4545454545455,0.277431920264054,0.533521004345915
"1005","France","Gross Fixed Capital Formation",2007,0,0.400473779018698,0.457699363992072
"1006","France","Housing",2007,14.2857142857143,0.916151682651104,0.979521705297432
"1007","France","Personal Transportation",2007,88.8888888888889,1.74116651706461,0.89044289044289
"1008","France","Services",2007,33.3333333333333,0.881415627817038,0.788149383425636
"1009","France","Food",2011,50,0.410332611954175,0.589182615732538
"1010","France","Government",2011,41.6666666666667,0.240725851952167,0.492684416207235
"1011","France","Gross Fixed Capital Formation",2011,0,0.705891280994232,0.527636945969856
"1012","France","Housing",2011,14.2857142857143,0.865499554524966,0.979078336174724
"1013","France","Services",2011,33.3333333333333,1.00900406911678,0.820756520485005
"1014","Georgia","Food",2004,54.5454545454545,0.242481339559909,0.586752674369734
"1015","Georgia","Government",2004,10,-0.14648874816496,0.522562481880363
"1016","Georgia","Gross Fixed Capital Formation",2004,20,-0.0836232375979841,0.30362174844218
"1017","Georgia","Housing",2004,0,0.0721667676867227,0.684965787532362
"1018","Georgia","Services",2004,5.55555555555556,0.306124139821696,0.600451939471313
"1019","Georgia","Food",2007,45.4545454545455,-0.295996316185077,0.466007196998473
"1020","Georgia","Government",2007,18.1818181818182,-0.732187048502966,0.463426968566739
"1021","Georgia","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0290323010570256,0.386456183480772
"1022","Georgia","Housing",2007,14.2857142857143,0.101067074107677,0.713008560771043
"1023","Georgia","Services",2007,14.2857142857143,0.253867103373017,0.597908189108848
"1024","Georgia","Food",2011,50,-0.292445656703995,0.502675993699018
"1025","Georgia","Government",2011,16.6666666666667,-0.717838730405011,0.312708824663065
"1026","Georgia","Gross Fixed Capital Formation",2011,16.6666666666667,0.546463734764204,0.46679226095883
"1027","Georgia","Housing",2011,14.2857142857143,0.144200930643439,0.748430448716112
"1028","Georgia","Services",2011,19.047619047619,0.340070124891525,0.614326640556276
"1029","Germany","Food",2004,18.1818181818182,0.989509466273447,0.800487250227744
"1030","Germany","Government",2004,30,0.637684086298558,0.622198980325348
"1031","Germany","Gross Fixed Capital Formation",2004,40,-0.0999549523094888,0.364300683036472
"1032","Germany","Housing",2004,0,0.992906975331654,0.991372187777695
"1033","Germany","Services",2004,16.6666666666667,0.844263163175272,0.811923965180949
"1034","Germany","Food",2007,54.5454545454545,0.496569037935122,0.625810186343038
"1035","Germany","Government",2007,9.09090909090909,0.13860454968314,0.554326149094828
"1036","Germany","Gross Fixed Capital Formation",2007,16.6666666666667,0.408670573474153,0.502794861385002
"1037","Germany","Housing",2007,14.2857142857143,0.958577735081935,0.992112606791763
"1038","Germany","Personal Transportation",2007,88.8888888888889,2.25796693746824,0.976689976689977
"1039","Germany","Services",2007,23.8095238095238,0.747838923630226,0.786001702116893
"1040","Germany","Food",2011,50,0.44739609233864,0.594615236720111
"1041","Germany","Government",2011,8.33333333333333,0.279242769615092,0.522273141344796
"1042","Germany","Gross Fixed Capital Formation",2011,16.6666666666667,0.821295301899703,0.608389291037568
"1043","Germany","Housing",2011,14.2857142857143,0.913022302999597,0.993099206463696
"1044","Germany","Services",2011,28.5714285714286,0.791675139729719,0.780026461590578
"1045","Ghana","Food",2004,45.4545454545455,-0.352629050661751,0.423638031932568
"1046","Ghana","Goods",2004,16.6666666666667,-0.360478085174755,0.169848695528486
"1047","Ghana","Government",2004,10,-0.360289613482414,0.485124320129179
"1048","Ghana","Gross Fixed Capital Formation",2004,40,0.445861061106903,0.397004101891087
"1049","Ghana","Housing",2004,16.6666666666667,-1.16213403533874,0.334845045189047
"1050","Ghana","Services",2004,27.7777777777778,-0.434137128971294,0.41791591195923
"1051","Ghana","Food",2007,45.4545454545455,-0.372594872450612,0.425328035586139
"1052","Ghana","Goods",2007,16.6666666666667,-0.285889684058809,0.251156348638648
"1053","Ghana","Government",2007,18.1818181818182,-0.224687634026425,0.493831877409539
"1054","Ghana","Gross Fixed Capital Formation",2007,50,0.240402935436635,0.53387221282907
"1055","Ghana","Housing",2007,28.5714285714286,-1.1841154764627,0.354473430674359
"1056","Ghana","Personal Transportation",2007,66.6666666666667,-0.186511174575118,0.427786530924525
"1057","Ghana","Services",2007,14.2857142857143,-0.422070186925066,0.51349005807755
"1058","Ghana","Food",2011,0,0.0845848209902635,0.568003762699042
"1059","Ghana","Government",2011,16.6666666666667,0.138780664692975,0.475494994087596
"1060","Ghana","Gross Fixed Capital Formation",2011,33.3333333333333,-0.391404992441493,0.336702863961155
"1061","Ghana","Housing",2011,28.5714285714286,-1.16157620432459,0.383796885945853
"1062","Ghana","Services",2011,9.52380952380952,-0.242922774390206,0.533960619103879
"1063","Greece","Food",2004,45.4545454545455,0.413341218738478,0.550845935220201
"1064","Greece","Government",2004,20,-0.376948952621591,0.418243023368938
"1065","Greece","Gross Fixed Capital Formation",2004,20,0.643638514053341,0.397752170201708
"1066","Greece","Housing",2004,0,0.797140102493352,0.926949384389251
"1067","Greece","Services",2004,5.55555555555556,0.392986579687504,0.705177295907362
"1068","Greece","Food",2007,45.4545454545455,0.213053071313849,0.545370326383878
"1069","Greece","Government",2007,27.2727272727273,-0.00844351880982758,0.523933983377411
"1070","Greece","Gross Fixed Capital Formation",2007,0,0.212617348421824,0.435738144612303
"1071","Greece","Housing",2007,14.2857142857143,0.803691963257983,0.94080935791036
"1072","Greece","Personal Transportation",2007,88.8888888888889,0.665662939467846,0.710955710955711
"1073","Greece","Services",2007,33.3333333333333,0.555084437570026,0.719381326466367
"1074","Greece","Food",2011,40,0.264838185346863,0.52863857791788
"1075","Greece","Government",2011,33.3333333333333,-0.0372756860864024,0.515013354885764
"1076","Greece","Gross Fixed Capital Formation",2011,0,0.0832952795458697,0.421463018877053
"1077","Greece","Housing",2011,14.2857142857143,0.785451732048409,0.950840284191417
"1078","Greece","Services",2011,33.3333333333333,0.601184194216679,0.751885212981568
"1079","Guatemala","Food",2004,54.5454545454545,-0.413441268131585,0.474096530951038
"1080","Guatemala","Government",2004,20,-0.235014050645976,0.487200625723984
"1081","Guatemala","Gross Fixed Capital Formation",2004,40,-0.402982078289036,0.280956427067469
"1082","Guatemala","Housing",2004,16.6666666666667,-0.148947487676507,0.637067863446065
"1083","Guatemala","Services",2004,33.3333333333333,-0.420955941970895,0.579788767246003
"1084","Guatemala","Food",2007,54.5454545454545,-0.223134213219393,0.478503738540462
"1085","Guatemala","Government",2007,9.09090909090909,-0.228632818389954,0.513315242357969
"1086","Guatemala","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0695518541505144,0.448800641912848
"1087","Guatemala","Housing",2007,28.5714285714286,-0.160131660893156,0.650304511967361
"1088","Guatemala","Personal Transportation",2007,88.8888888888889,-0.619354322076335,0.496503496503496
"1089","Guatemala","Services",2007,23.8095238095238,-0.361505491046804,0.500464477122942
"1090","Guatemala","Food",2011,50,-0.355863026854691,0.462854108387766
"1091","Guatemala","Government",2011,0,-0.100168112744859,0.489236935928893
"1092","Guatemala","Gross Fixed Capital Formation",2011,16.6666666666667,-0.19512304902263,0.338472171533548
"1093","Guatemala","Housing",2011,14.2857142857143,0.0120985797368251,0.684232687498145
"1094","Guatemala","Services",2011,28.5714285714286,-0.319001218046471,0.536211235650216
"1095","Guinea","Government",2004,20,-0.709687536278941,0.375404462989829
